storage,inflow,discharge,label
813.85,0.0,82.0,0
802.85,0.0,82.0,0
791.85,0.0,82.0,0
780.85,0.0,82.0,0
769.85,0.0,82.0,0
758.85,0.0,82.0,0
747.85,0.0,82.0,0
736.85,0.0,82.0,2
725.85,0.0,82.0,2
714.85,0.0,82.0,2
703.85,0.0,82.0,2
692.85,0.0,82.0,2
681.85,0.0,82.0,2
670.85,0.0,82.0,2
659.85,0.0,82.0,2
638.2,0.0,82.0,2
622.8,0.0,82.0,2
605.4,0.0,82.0,2
589.0,0.0,61.0,2
572.6,0.0,62.0,2
556.2,0.0,74.0,2
539.8,0.0,74.0,2
523.4,0.0,74.0,2
507.0,0.0,74.0,2
490.6,0.0,74.0,2
474.2,0.0,82.0,2
457.8,0.0,82.0,2
441.4,0.0,82.0,2
433.2,0.0,82.0,2
425.0,0.0,82.0,2
413.0,0.0,82.0,2
402.04,0.0,82.0,2
392.2,0.0,82.0,2
425.0,500.0,74.0,2
523.4,1250.0,74.0,4
622.8,1300.0,74.0,4
741.7,1500.0,71.0,4
892.2,1900.0,74.0,4
1002.65,1400.0,74.0,4
1051.35,700.0,74.0,0
1075.7,400.0,74.0,0
1112.22,450.0,74.0,0
1136.57,450.0,74.0,0
1197.45,650.0,74.0,0
1294.0,950.0,74.0,4
1307.02,200.0,74.0,0
1307.02,100.0,62.0,0
1307.02,90.0,74.0,0
1294.85,0.0,74.0,0
1282.68,0.0,71.0,0
1270.5,0.0,73.0,0
1258.33,0.0,62.0,0
1246.15,0.0,60.0,0
1233.98,0.0,53.0,0
1221.8,0.0,74.0,0
1209.63,0.0,74.0,0
1197.45,0.0,74.0,0
1185.28,0.0,74.0,0
1160.93,0.0,74.0,0
1148.7,0.0,74.0,0
1136.58,0.0,74.0,0
1112.22,0.0,74.0,0
1124.4,250.0,74.0,0
1124.4,120.0,74.0,0
1112.22,0.0,74.0,0
1100.05,0.0,74.0,0
1087.87,0.0,74.0,0
1075.7,0.0,74.0,0
1063.53,0.0,74.0,0
1051.35,0.0,74.0,0
1039.17,0.0,74.0,0
1027.0,0.0,74.0,0
1027.0,150.0,74.0,0
1039.17,150.0,74.0,0
1027.0,0.0,74.0,0
1014.82,0.0,74.0,0
1002.65,0.0,74.0,0
992.42,0.0,74.0,0
981.42,0.0,74.0,0
972.42,0.0,74.0,0
963.42,0.0,74.0,0
954.42,0.0,74.0,0
945.42,0.0,74.0,0
936.42,0.0,74.0,0
927.42,0.0,74.0,0
918.42,0.0,74.0,0
909.42,0.0,60.0,0
900.42,0.0,74.0,0
891.42,0.0,74.0,0
882.42,0.0,74.0,0
872.4,0.0,74.0,0
862.4,0.0,74.0,0
852.4,0.0,63.0,0
842.4,0.0,74.0,0
832.4,0.0,74.0,0
822.4,0.0,74.0,0
812.4,0.0,74.0,0
802.4,0.0,74.0,0
792.0,0.0,73.0,0
782.0,0.0,74.0,0
772.0,0.0,74.0,0
762.0,0.0,74.0,0
752.0,0.0,74.0,0
742.0,0.0,74.0,2
732.0,0.0,74.0,2
722.0,0.0,74.0,2
712.0,0.0,74.0,2
702.0,0.0,74.0,2
692.0,0.0,74.0,2
682.0,0.0,74.0,2
672.0,0.0,74.0,2
662.0,0.0,74.0,2
652.0,0.0,74.0,2
642.0,0.0,74.0,2
632.0,0.0,74.0,2
622.0,0.0,74.0,2
612.0,0.0,74.0,2
602.0,0.0,74.0,2
592.0,0.0,74.0,2
582.0,0.0,74.0,2
572.0,0.0,72.0,2
562.0,0.0,74.0,2
552.0,0.0,74.0,2
542.0,0.0,74.0,2
532.0,0.0,74.0,2
517.0,0.0,72.0,2
507.0,0.0,71.0,2
497.0,0.0,64.0,2
487.0,0.0,74.0,2
477.0,0.0,74.0,2
467.0,0.0,74.0,2
457.0,0.0,74.0,2
442.0,0.0,74.0,2
432.0,0.0,73.0,2
422.0,0.0,74.0,2
412.0,0.0,74.0,2
402.0,0.0,74.0,2
392.0,0.0,74.0,2
382.0,0.0,63.0,2
367.0,0.0,68.0,2
357.0,0.0,71.0,2
347.0,0.0,71.0,2
337.0,0.0,56.0,2
327.0,0.0,72.0,2
317.0,0.0,65.0,2
307.0,0.0,71.0,2
297.0,0.0,70.0,2
287.0,0.0,72.0,2
277.0,0.0,71.0,2
267.0,0.0,68.0,2
257.0,0.0,69.0,2
247.0,0.0,69.0,2
247.0,120.0,69.0,2
261.0,200.0,69.0,2
277.4,275.0,69.0,2
302.0,400.0,71.0,2
326.0,450.0,71.0,2
384.0,685.0,69.0,2
466.0,1065.0,69.0,4
523.0,780.0,70.0,2
572.0,685.0,70.0,2
614.1,605.0,70.0,2
646.4,490.0,71.0,2
671.0,400.0,73.0,2
687.4,400.0,72.0,2
712.0,400.0,71.0,2
741.7,460.0,72.0,0
784.7,613.0,72.0,0
838.45,785.0,72.0,4
892.2,785.0,71.0,4
945.95,785.0,74.0,0
1014.82,995.0,74.0,4
1075.7,995.0,74.0,4
1112.22,540.0,74.0,0
1117.22,172.0,74.0,0
1117.22,85.0,74.0,0
1100.05,0.0,67.0,0
1090.31,0.0,70.0,0
1080.92,0.0,74.0,0
1070.83,0.0,74.0,0
1080.57,250.0,74.0,0
1100.05,340.0,72.0,0
1100.05,545.0,524.0,0
1087.87,405.0,524.0,0
1063.52,210.0,489.0,0
1039.17,185.0,446.0,0
1002.65,135.0,489.0,0
978.2,65.0,449.0,0
967.45,310.0,435.0,0
956.7,360.0,484.0,0
945.95,395.0,519.0,0
935.2,297.0,422.0,0
924.45,270.0,395.0,0
913.7,355.0,479.0,0
902.95,480.0,605.0,0
902.95,605.0,595.0,4
902.95,595.0,595.0,4
870.7,480.0,853.0,4
849.2,340.0,589.0,0
816.95,165.0,538.0,0
784.7,85.0,458.0,0
763.2,190.0,434.0,0
784.7,580.0,334.0,0
806.2,480.0,232.0,0
806.2,475.0,470.0,0
784.7,210.0,460.0,0
752.45,210.0,583.0,0
752.45,225.0,210.0,0
870.7,1370.0,74.0,4
978.2,1320.0,74.0,4
1100.05,1370.0,74.0,4
1075.7,1040.0,1395.0,4
1051.35,850.0,1132.0,4
1027.0,450.0,806.0,0
1002.65,300.0,655.0,0
978.2,65.0,422.0,0
978.2,90.0,74.0,0
978.2,110.0,74.0,0
978.2,265.0,260.0,0
978.2,335.0,350.0,0
1002.65,695.0,409.0,4
1027.0,705.0,414.0,4
1027.0,595.0,584.0,0
1002.65,260.0,544.0,0
978.2,0.0,284.0,0
956.7,35.0,299.0,0
935.2,0.0,284.0,0
913.7,0.0,279.0,0
892.2,95.0,377.0,0
892.2,180.0,184.0,0
870.7,180.0,434.0,0
849.2,65.0,314.0,0
827.7,50.0,304.0,0
784.7,35.0,532.0,0
741.7,130.0,629.0,0
763.2,325.0,74.0,0
784.7,315.0,68.0,0
806.2,325.0,74.0,0
827.7,330.0,74.0,0
827.7,346.0,339.0,0
849.2,405.0,157.0,0
849.2,80.0,74.0,0
849.2,85.0,74.0,0
838.45,10.0,124.0,0
827.7,30.0,154.0,0
806.2,35.0,284.0,0
784.7,25.0,348.0,0
763.2,25.0,278.0,0
741.7,45.0,294.0,0
730.95,45.0,170.0,0
752.45,330.0,74.0,0
795.45,575.0,74.0,0
838.45,585.0,74.0,0
870.7,450.0,74.0,0
892.2,332.0,74.0,0
913.7,364.0,124.0,0
913.7,265.0,254.0,0
902.95,140.0,265.0,0
881.45,36.0,275.0,0
859.95,35.0,284.0,0
838.45,25.0,273.0,0
816.95,25.0,274.0,0
806.2,25.0,145.0,0
784.7,20.0,264.0,0
784.7,125.0,74.0,0
806.2,325.0,74.0,0
849.2,575.0,74.0,0
892.2,575.0,74.0,0
956.7,820.0,74.0,4
1051.35,1170.0,74.0,4
1124.4,935.0,71.0,4
1173.1,675.0,74.0,0
1221.8,675.0,74.0,0
1221.8,725.0,714.0,4
1221.8,295.0,284.0,0
1221.8,365.0,309.0,0
1221.8,290.0,279.0,0
1221.8,225.0,220.0,0
1221.8,215.0,204.0,0
1197.45,10.0,270.0,0
1197.45,100.0,70.0,0
1197.45,90.0,70.0,0
1197.45,78.0,72.0,0
1197.45,75.0,74.0,0
1197.45,85.0,74.0,0
1185.27,25.0,165.0,0
1173.1,65.0,212.0,0
1160.92,65.0,200.0,0
1148.75,75.0,213.0,0
1136.57,75.0,212.0,0
1124.4,75.0,219.0,0
1100.05,75.0,349.0,0
1075.7,75.0,349.0,0
1039.17,50.0,473.0,0
1002.65,50.0,424.0,0
978.2,50.0,319.0,0
956.7,50.0,294.0,0
924.45,50.0,415.0,0
881.45,15.0,513.0,0
859.95,55.0,299.0,0
859.95,350.0,329.0,0
902.95,650.0,154.0,0
945.95,825.0,324.0,4
990.42,825.0,314.0,4
1039.17,875.0,306.0,4
1087.87,875.0,314.0,4
1124.4,875.0,449.0,4
1197.45,995.0,150.0,4
1282.67,1140.0,150.0,4
1331.35,890.0,309.0,4
1355.65,685.0,389.0,0
1367.8,575.0,424.0,0
1379.95,575.0,431.0,0
1379.95,195.0,192.0,0
1379.95,195.0,184.0,0
1379.95,156.0,145.0,0
1379.95,155.0,140.0,0
1379.95,85.0,74.0,0
1379.95,85.0,74.0,0
1379.95,85.0,74.0,0
1404.25,365.0,74.0,0
1465.0,780.0,74.0,0
1465.0,150.0,149.0,0
1465.0,135.0,129.0,0
1465.0,135.0,129.0,0
1465.0,115.0,99.0,0
1452.85,15.0,119.0,0
1440.7,0.0,66.0,0
1428.55,0.0,74.0,0
1416.4,0.0,74.0,0
1404.25,0.0,74.0,0
1392.1,0.0,74.0,0
1379.95,0.0,74.0,0
1367.8,0.0,73.0,0
1355.65,0.0,74.0,0
1345.5,0.0,74.0,0
1331.65,0.0,74.0,0
1319.2,0.0,74.0,0
1307.02,0.0,74.0,0
1294.85,0.0,42.0,0
1282.67,0.0,74.0,0
1270.5,0.0,74.0,0
1258.32,0.0,68.0,0
1246.15,0.0,74.0,0
1233.97,0.0,74.0,0
1221.5,0.0,74.0,0
1209.62,0.0,74.0,0
1197.45,0.0,74.0,0
1185.27,0.0,74.0,0
1173.1,0.0,64.0,0
1160.92,0.0,74.0,0
1148.75,0.0,74.0,0
1148.75,0.0,74.0,0
1124.4,0.0,74.0,0
1112.22,0.0,74.0,0
1100.05,0.0,74.0,0
1075.7,0.0,74.0,0
1063.52,0.0,74.0,0
1051.35,0.0,74.0,0
1039.17,0.0,74.0,0
1027.0,0.0,74.0,0
1014.82,0.0,74.0,0
1002.65,0.0,74.0,0
990.42,0.0,74.0,0
967.45,0.0,71.0,0
956.7,0.0,74.0,0
945.95,0.0,74.0,0
935.2,0.0,74.0,0
913.7,0.0,74.0,0
902.95,0.0,74.0,0
881.45,0.0,74.0,0
870.7,0.0,74.0,0
849.2,0.0,74.0,0
838.45,0.0,74.0,0
816.95,0.0,74.0,0
806.2,0.0,74.0,0
784.7,0.0,74.0,0
773.45,0.0,74.0,0
752.45,0.0,74.0,0
741.7,0.0,74.0,2
720.2,0.0,74.0,2
712.0,0.0,74.0,2
695.6,0.0,74.0,2
687.4,0.0,74.0,2
671.0,0.0,74.0,2
662.8,0.0,74.0,2
646.4,0.0,74.0,2
638.2,0.0,74.0,2
630.5,0.0,61.0,2
622.8,0.0,66.0,2
614.1,0.0,74.0,2
605.4,0.0,74.0,2
597.2,0.0,74.0,2
589.0,0.0,74.0,2
580.8,0.0,69.0,2
572.6,0.0,74.0,2
556.2,0.0,74.0,2
572.6,0.0,72.0,2
572.6,85.0,74.0,2
580.8,155.0,74.0,2
605.4,360.0,74.0,2
638.2,475.0,74.0,2
703.8,830.0,67.0,4
790.95,400.0,60.0,0
784.7,680.0,74.0,0
935.2,1815.0,74.0,4
1100.05,2100.0,74.0,4
1270.5,2200.0,74.0,4
1379.95,1450.0,74.0,4
1465.0,1100.0,74.0,4
1465.0,120.0,74.0,0
1465.0,100.0,72.0,0
1465.0,85.0,73.0,0
1465.0,85.0,74.0,0
1440.7,0.0,74.0,0
1428.55,0.0,66.0,0
1416.4,0.0,68.0,0
1404.25,0.0,74.0,0
1392.1,0.0,74.0,0
1379.95,0.0,74.0,0
1367.8,0.0,74.0,0
1355.65,0.0,70.0,0
1343.5,0.0,74.0,0
1331.35,0.0,74.0,0
1319.2,0.0,70.0,0
1307.05,0.0,74.0,0
1294.85,0.0,74.0,0
1282.67,0.0,74.0,0
1270.5,0.0,74.0,0
1258.32,0.0,74.0,0
1294.85,550.0,74.0,0
1319.2,375.0,74.0,0
1307.02,0.0,74.0,0
1294.85,0.0,74.0,0
1282.67,0.0,74.0,0
1270.5,0.0,74.0,0
1258.32,0.0,73.0,0
1246.15,0.0,74.0,0
1233.97,0.0,74.0,0
1246.15,0.0,74.0,0
1233.97,0.0,74.0,0
1221.8,0.0,74.0,0
1209.62,0.0,74.0,0
1197.45,0.0,74.0,0
1197.45,0.0,74.0,0
1185.27,0.0,74.0,0
1173.1,0.0,74.0,0
1160.92,0.0,74.0,0
1148.75,0.0,74.0,0
1136.57,0.0,74.0,0
1124.4,0.0,51.0,0
1112.22,0.0,74.0,0
1112.22,0.0,73.0,0
1100.05,0.0,74.0,0
1087.87,0.0,74.0,0
1075.7,0.0,74.0,0
1063.52,0.0,74.0,0
1051.35,0.0,74.0,0
1039.17,0.0,74.0,0
1027.0,0.0,74.0,0
1014.82,0.0,74.0,0
1002.65,0.0,74.0,0
990.42,0.0,74.0,0
978.2,0.0,74.0,0
967.45,0.0,74.0,0
956.7,0.0,71.0,0
945.95,0.0,71.0,0
935.2,0.0,71.0,0
924.45,0.0,70.0,0
913.7,0.0,67.0,0
902.95,0.0,69.0,0
892.2,0.0,71.0,0
881.45,0.0,71.0,0
870.7,0.0,70.0,0
859.95,0.0,44.0,0
849.2,0.0,70.0,0
838.45,0.0,70.0,0
827.7,0.0,70.0,0
816.95,0.0,63.0,0
806.2,0.0,70.0,0
795.45,0.0,70.0,0
784.7,0.0,70.0,0
773.95,0.0,70.0,0
763.2,0.0,70.0,0
752.45,0.0,70.0,0
741.7,0.0,70.0,2
730.95,0.0,70.0,2
720.2,0.0,70.0,2
712.0,0.0,70.0,2
703.8,0.0,68.0,2
695.6,0.0,70.0,2
687.4,0.0,70.0,2
679.2,0.0,65.0,2
671.0,0.0,70.0,2
662.8,0.0,70.0,2
654.6,0.0,70.0,2
646.4,0.0,67.0,2
638.7,0.0,70.0,2
630.5,0.0,70.0,2
622.8,0.0,70.0,2
614.1,0.0,70.0,2
605.4,0.0,70.0,2
597.2,0.0,70.0,2
589.0,0.0,70.0,2
580.8,0.0,70.0,2
589.0,200.0,70.0,2
589.0,110.0,70.0,2
589.0,110.0,70.0,2
589.0,80.0,68.0,2
589.0,90.0,70.0,2
605.4,290.0,70.0,2
638.2,510.0,70.0,2
671.0,510.0,70.0,2
687.4,260.0,60.0,2
703.8,250.0,70.0,2
741.7,480.0,70.0,0
784.7,585.0,70.0,0
849.2,850.0,69.0,4
870.7,350.0,70.0,0
872.2,350.0,70.0,0
913.7,350.0,70.0,0
924.45,200.0,70.0,0
935.2,200.0,70.0,0
945.95,200.0,70.0,0
956.7,200.0,70.0,0
967.45,200.0,70.0,0
967.45,100.0,70.0,0
967.45,85.0,70.0,0
967.45,80.0,70.0,0
967.45,430.0,385.0,0
945.95,200.0,395.0,0
924.45,140.0,388.0,0
902.95,150.0,364.0,0
881.45,70.0,339.0,0
849.2,60.0,396.0,0
816.95,110.0,390.0,0
795.45,150.0,398.0,0
784.7,250.0,382.0,0
763.2,100.0,347.0,0
741.7,90.0,322.0,0
720.2,100.0,332.0,0
703.86,125.0,351.0,0
703.8,130.0,127.0,2
703.8,125.0,127.0,2
703.8,155.0,152.0,2
720.2,290.0,160.0,0
741.7,390.0,160.0,0
763.2,405.0,142.0,0
795.45,520.0,147.0,0
827.7,585.0,217.0,0
859.95,602.0,232.0,0
881.45,520.0,230.0,0
902.95,495.0,224.0,0
913.7,212.0,72.0,0
913.7,125.0,122.0,0
924.45,330.0,197.0,0
924.45,430.0,363.0,0
935.2,480.0,364.0,0
945.95,322.0,192.0,0
956.7,322.0,198.0,0
967.45,225.0,98.0,0
975.2,202.0,72.0,0
990.42,322.0,174.0,0
1014.82,218.0,72.0,0
1014.82,218.0,72.0,0
1014.82,304.0,320.0,0
1014.82,440.0,440.0,0
1014.82,102.0,102.0,0
1002.65,0.0,72.0,0
1002.65,260.0,260.0,0
1014.82,365.0,219.0,0
1014.82,210.0,189.0,0
1014.82,215.0,204.0,0
1014.82,210.0,203.0,0
1014.82,75.0,73.0,0
1014.82,70.0,74.0,0
1002.65,0.0,75.0,0
1002.65,92.0,75.0,0
1002.65,83.0,75.0,0
1014.82,215.0,75.0,0
1014.82,80.0,74.0,0
1014.82,69.0,75.0,0
1002.65,0.0,76.0,0
1002.65,70.0,74.0,0
1002.65,80.0,76.0,0
1002.65,85.0,76.0,0
990.42,70.0,171.0,0
978.2,0.0,76.0,0
978.2,268.0,266.0,0
978.2,254.0,251.0,0
967.45,112.0,196.0,0
967.45,82.0,75.0,0
967.45,66.0,76.0,0
967.45,85.0,74.0,0
978.2,209.0,76.0,0
956.7,65.0,311.0,0
945.95,6955.0,6995.0,3
763.2,1810.0,1826.0,4
741.7,610.0,76.0,0
703.8,88.0,788.0,0
638.2,35.0,1036.0,0
605.4,365.0,1127.0,4
597.2,1215.0,1468.0,4
589.0,49.0,77.0,2
589.0,67.0,77.0,2
589.0,65.0,77.0,2
589.0,68.0,77.0,2
589.0,110.0,72.0,2
597.2,195.0,75.0,2
671.0,2400.0,1927.0,4
671.0,1098.0,1081.0,4
605.4,485.0,1085.0,4
572.6,168.0,407.0,2
572.6,168.0,75.0,2
564.4,0.0,77.0,2
556.2,0.0,77.0,2
572.6,785.0,472.0,4
572.6,1030.0,1030.0,4
572.6,1990.0,2010.0,4
539.8,2080.0,2430.0,4
490.6,1520.0,2170.0,4
531.6,3140.0,2320.0,4
572.6,5310.0,4698.0,3
556.2,4480.0,4936.0,3
490.6,1970.0,3683.0,4
490.6,1630.0,1618.0,4
556.2,985.0,161.0,4
605.4,722.0,57.0,2
638.2,525.0,57.0,2
638.2,72.0,57.0,2
638.2,76.0,57.0,2
638.2,75.0,56.0,2
638.2,69.0,57.0,2
622.8,55.0,239.0,2
614.1,155.0,247.0,2
605.4,148.0,235.0,2
605.4,375.0,167.0,2
605.4,175.0,167.0,2
589.0,155.0,306.0,2
580.8,148.0,224.0,2
564.4,145.0,297.0,2
548.0,152.0,312.0,2
531.6,145.0,309.0,2
515.2,130.0,302.0,2
507.0,85.0,167.0,2
498.8,82.0,167.0,2
490.6,80.0,169.0,2
482.4,85.0,165.0,2
488.4,98.0,90.0,2
488.4,98.0,90.0,2
474.2,92.0,40.0,2
466.0,65.0,150.0,2
466.0,60.0,40.0,2
466.0,152.0,177.0,2
466.0,80.0,73.0,2
466.0,83.0,73.0,2
457.8,100.0,178.0,2
466.0,285.0,183.0,2
490.0,490.0,73.0,2
507.0,615.0,202.0,2
523.4,410.0,210.0,2
531.6,330.0,208.0,2
548.0,430.0,218.0,2
564.4,535.0,330.0,2
589.0,465.0,167.0,2
589.0,435.0,423.0,2
589.0,152.0,148.0,2
589.0,145.0,137.0,2
572.6,148.0,331.0,2
572.6,110.0,103.0,2
572.6,112.0,103.0,2
564.4,80.0,165.0,2
556.2,60.0,143.0,2
548.2,45.0,140.0,2
539.8,0.0,103.0,2
523.4,0.0,175.0,2
507.0,0.0,172.0,2
490.6,0.0,175.0,2
474.2,0.0,172.0,2
507.0,0.0,172.0,2
449.6,0.0,73.0,2
433.2,0.0,169.0,2
408.6,0.0,268.0,2
400.4,0.0,73.0,2
384.0,0.0,175.0,2
375.8,0.0,73.0,2
361.2,0.0,271.0,2
326.6,0.0,271.0,2
293.8,0.0,361.0,2
261.0,0.0,361.0,2
244.6,0.0,175.0,2
211.8,0.0,356.0,2
187.2,0.0,356.0,2
170.5,0.0,179.0,2
157.75,0.0,139.0,2
149.25,0.0,86.0,2
136.5,0.0,136.0,2
123.75,0.0,140.0,2
106.75,0.0,182.0,2
94.0,0.0,134.0,2
81.25,0.0,135.0,2
64.25,0.0,179.0,2
51.5,0.0,130.0,2
34.5,0.0,145.0,2
17.5,0.0,106.0,2
136.5,720.0,0.0,2
222.2,1180.0,0.0,4
343.0,1470.0,0.0,4
441.4,1470.0,0.0,4
515.2,854.0,0.0,4
556.2,474.0,0.0,2
597.0,474.0,0.0,2
630.5,385.0,0.0,2
638.2,110.0,0.0,2
638.2,0.0,0.0,2
638.2,0.0,0.0,2
630.5,0.0,48.0,2
612.36,0.0,57.0,2
602.12,0.0,57.0,2
589.0,25.0,52.0,2
597.2,175.0,49.0,2
597.2,65.0,61.0,2
589.0,0.0,63.0,2
577.52,0.0,64.0,2
564.4,0.0,63.0,2
556.2,0.0,67.0,2
548.0,0.0,62.0,2
539.8,0.0,21.0,2
531.6,0.0,21.0,2
523.4,0.0,61.0,2
515.2,0.0,61.0,2
507.0,0.0,60.0,2
498.8,0.0,58.0,2
460.6,0.0,59.0,2
471.2,0.0,60.0,2
466.0,0.0,62.0,2
457.8,0.0,50.0,2
441.4,0.0,38.0,2
433.2,0.0,42.0,2
425.0,0.0,44.0,2
416.8,0.0,47.0,2
408.6,0.0,64.0,2
404.4,0.0,42.0,2
392.2,0.0,41.0,2
384.0,0.0,25.0,2
375.8,0.0,26.0,2
367.6,0.0,26.0,2
359.4,0.0,27.0,2
351.2,0.0,26.0,2
343.0,0.0,28.0,2
326.6,0.0,48.0,2
310.2,0.0,45.0,2
293.8,0.0,45.0,2
285.6,0.0,48.0,2
277.4,0.0,43.0,2
269.2,0.0,44.0,2
252.89,0.0,49.0,2
244.6,0.0,49.0,2
236.4,0.0,45.0,2
220.0,0.0,38.0,2
203.6,0.0,31.0,2
195.4,0.0,30.0,2
187.2,0.0,30.0,2
179.0,0.0,30.0,2
170.5,0.0,26.0,2
162.0,0.0,30.0,2
157.75,0.0,27.0,2
153.5,0.0,30.0,2
145.0,0.0,24.0,2
136.5,0.0,33.0,2
132.25,0.0,29.0,2
123.75,0.0,33.0,2
115.25,0.0,26.0,2
106.75,0.0,30.0,2
98.25,0.0,30.0,2
89.75,0.0,30.0,2
85.5,0.0,27.0,2
81.25,0.0,28.0,2
77.0,0.0,30.0,2
72.75,0.0,29.0,2
72.75,0.0,24.0,2
68.5,0.0,30.0,2
72.75,75.0,24.0,2
77.0,79.0,27.0,2
81.25,68.0,31.0,2
77.0,0.0,31.0,2
72.5,0.0,30.0,2
68.5,0.0,30.0,2
64.25,0.0,29.0,2
60.0,0.0,26.0,2
55.75,0.0,30.0,2
51.5,0.0,26.0,2
47.25,0.0,25.0,2
43.0,0.0,21.0,2
38.75,0.0,23.0,2
34.5,0.0,18.0,2
30.25,16.0,16.0,2
26.0,0.0,16.0,2
21.75,0.0,17.0,2
17.5,0.0,17.0,2
13.25,0.0,17.0,2
13.25,0.0,14.0,2
13.25,0.0,13.0,2
9.0,0.0,14.0,2
9.0,0.0,9.0,2
0.0,0.0,3.0,2
170.5,794.0,0.0,2
220.0,756.0,0.0,2
261.0,475.0,0.0,2
277.4,190.0,0.0,2
343.0,759.0,0.0,2
425.0,949.0,0.0,4
507.0,949.0,0.0,4
622.8,1340.0,0.0,4
795.45,1998.0,0.0,4
902.15,1734.0,980.0,4
881.45,400.0,400.0,0
881.45,350.0,350.0,0
881.45,160.0,160.0,0
870.7,100.0,100.0,0
881.5,192.0,68.0,0
892.2,193.0,68.0,0
892.2,76.0,76.0,0
892.2,76.0,76.0,0
892.2,70.0,70.0,0
892.2,88.0,88.0,0
881.45,37.0,88.0,0
859.95,0.0,306.0,0
838.45,0.0,248.0,0
816.95,0.0,248.0,0
795.45,0.0,248.0,0
773.95,0.0,248.0,0
741.7,0.0,373.0,0
712.0,0.0,343.0,0
679.2,0.0,380.0,2
646.4,0.0,380.0,2
622.8,0.0,273.0,2
622.8,65.0,65.0,2
638.2,244.0,66.0,2
654.6,190.0,66.0,2
687.4,445.0,67.0,2
720.2,449.0,70.0,0
978.2,3056.0,71.0,4
1014.65,1014.65,934.0,4
990.42,990.42,599.0,4
945.95,945.95,332.0,4
935.2,935.2,71.0,4
935.2,71.0,71.0,0
978.2,568.0,72.0,0
1027.0,636.0,71.0,0
1075.7,635.0,72.0,0
1124.4,636.0,72.0,0
1209.62,1060.0,72.0,4
1331.35,1480.0,72.0,4
1331.35,0.0,141.0,0
1294.85,0.0,420.0,0
1258.32,0.0,423.0,0
1221.8,0.0,423.0,0
1185.27,0.0,423.0,0
1148.75,0.0,420.0,0
1112.22,0.0,420.0,0
1075.7,0.0,418.0,0
1051.35,0.0,282.0,0
1027.0,0.0,282.0,0
1002.65,0.0,278.0,0
978.2,0.0,283.0,0
956.7,0.0,249.0,0
935.2,0.0,249.0,0
913.7,0.0,176.0,0
892.2,0.0,248.0,0
870.7,0.0,249.0,0
838.45,0.0,360.0,0
806.2,0.0,355.0,0
773.95,0.0,357.0,0
741.7,0.0,362.0,0
712.0,0.0,340.0,0
687.4,0.0,285.0,2
662.8,0.0,280.0,2
638.2,0.0,275.0,2
614.1,0.0,270.0,2
589.0,0.0,275.0,2
564.4,0.0,280.0,2
564.4,0.0,72.0,2
564.4,0.0,72.0,2
564.4,72.0,72.0,2
564.4,72.0,72.0,2
564.4,72.0,72.0,2
564.4,72.0,72.0,2
564.4,72.0,72.0,2
564.4,72.0,72.0,2
564.4,72.0,72.0,2
564.4,0.0,62.0,2
556.2,72.0,167.0,2
548.0,45.0,140.0,2
539.8,25.0,120.0,2
531.6,0.0,95.0,2
515.2,0.0,188.0,2
498.8,0.0,184.0,2
490.6,0.0,95.0,2
474.2,0.0,190.0,2
457.8,0.0,184.0,2
441.4,0.0,182.0,2
425.0,0.0,188.0,2
408.6,0.0,185.0,2
392.2,0.0,190.0,2
375.8,0.0,180.0,2
359.4,0.0,188.0,2
343.0,0.0,182.0,2
326.6,0.0,184.0,2
310.2,0.0,181.0,2
293.8,0.0,167.0,2
277.4,0.0,162.0,2
261.0,0.0,157.0,2
244.6,0.0,152.0,2
228.2,0.0,147.0,2
220.0,0.0,72.0,2
211.8,0.0,72.0,2
203.6,0.0,72.0,2
195.4,0.0,72.0,2
187.2,0.0,72.0,2
179.0,0.0,72.0,2
174.75,0.0,72.0,2
166.25,0.0,72.0,2
162.0,0.0,72.0,2
153.5,0.0,72.0,2
149.25,0.0,72.0,2
140.75,0.0,71.0,2
136.5,0.0,69.0,2
128.0,0.0,71.0,2
123.75,0.0,72.0,2
115.25,0.0,68.0,2
111.0,0.0,68.0,2
102.5,0.0,70.0,2
98.25,0.0,70.0,2
89.75,0.0,72.0,2
81.25,0.0,72.0,2
77.0,0.0,72.0,2
68.5,0.0,71.0,2
64.25,0.0,71.0,2
55.75,0.0,70.0,2
47.25,0.0,70.0,2
38.75,0.0,54.0,2
30.25,0.0,44.0,2
26.0,0.0,37.0,2
21.75,0.0,27.0,2
17.5,0.0,18.0,2
13.25,0.0,18.0,2
9.0,0.0,18.0,2
9.0,0.0,18.0,2
9.0,0.0,18.0,2
9.0,0.0,18.0,2
9.0,0.0,18.0,2
416.8,1700.0,0.0,4
556.2,1700.0,0.0,4
671.0,1700.0,0.0,4
763.2,1300.0,0.0,4
902.25,1550.0,0.0,4
1027.0,900.0,0.0,4
1112.22,900.0,0.0,4
1197.45,920.0,0.0,4
1295.85,800.0,520.0,4
1270.5,800.0,975.0,4
1270.5,800.0,916.0,4
1270.5,690.0,644.0,4
1270.5,690.0,635.0,4
1307.02,1046.0,624.0,4
1331.35,922.0,640.0,4
1343.5,784.0,644.0,4
1185.27,200.0,2032.0,4
1051.35,200.0,1750.0,4
978.2,200.0,1046.0,0
978.2,750.0,750.0,4
978.2,1524.0,1174.0,4
1051.35,1524.0,700.0,4
1124.4,1545.0,700.0,4
