storage,inflow,discharge
1379.95,156.0,145.0
1379.95,155.0,140.0
1379.95,85.0,74.0
1379.95,85.0,74.0
1379.95,85.0,74.0
1404.25,365.0,74.0
1465.0,780.0,74.0
1465.0,150.0,149.0
1465.0,135.0,129.0
1465.0,135.0,129.0
1465.0,115.0,99.0
1452.85,15.0,119.0
1440.7,0.0,66.0
1428.55,0.0,74.0
1416.4,0.0,74.0
1404.25,0.0,74.0
1392.1,0.0,74.0
1379.95,0.0,74.0
1367.8,0.0,73.0
1355.65,0.0,74.0
1345.5,0.0,74.0
1331.65,0.0,74.0
1319.2,0.0,74.0
1307.02,0.0,74.0
1294.85,0.0,42.0
1282.67,0.0,74.0
1270.5,0.0,74.0
1258.32,0.0,68.0
1246.15,0.0,74.0
1233.97,0.0,74.0
1221.5,0.0,74.0
1209.62,0.0,74.0
1197.45,0.0,74.0
1185.27,0.0,74.0
1173.1,0.0,64.0
1160.92,0.0,74.0
1148.75,0.0,74.0
1148.75,0.0,74.0
1124.4,0.0,74.0
1112.22,0.0,74.0
1100.05,0.0,74.0
1075.7,0.0,74.0
1063.52,0.0,74.0
1051.35,0.0,74.0
1039.17,0.0,74.0
1027.0,0.0,74.0
1014.82,0.0,74.0
1002.65,0.0,74.0
990.42,0.0,74.0
967.45,0.0,71.0
956.7,0.0,74.0
945.95,0.0,74.0
935.2,0.0,74.0
913.7,0.0,74.0
902.95,0.0,74.0
881.45,0.0,74.0
870.7,0.0,74.0
849.2,0.0,74.0
838.45,0.0,74.0
816.95,0.0,74.0
806.2,0.0,74.0
784.7,0.0,74.0
773.45,0.0,74.0
752.45,0.0,74.0
741.7,0.0,74.0
720.2,0.0,74.0
712.0,0.0,74.0
695.6,0.0,74.0
687.4,0.0,74.0
671.0,0.0,74.0
662.8,0.0,74.0
646.4,0.0,74.0
638.2,0.0,74.0
630.5,0.0,61.0
622.8,0.0,66.0
614.1,0.0,74.0
605.4,0.0,74.0
597.2,0.0,74.0
589.0,0.0,74.0
580.8,0.0,69.0
572.6,0.0,74.0
556.2,0.0,74.0
572.6,0.0,72.0
572.6,85.0,74.0
580.8,155.0,74.0
605.4,360.0,74.0
638.2,475.0,74.0
703.8,830.0,67.0
790.95,400.0,60.0
784.7,680.0,74.0
935.2,1815.0,74.0
1100.05,2100.0,74.0
1270.5,2200.0,74.0
1379.95,1450.0,74.0
1465.0,1100.0,74.0
1465.0,120.0,74.0
1465.0,100.0,72.0
1465.0,85.0,73.0
1465.0,85.0,74.0
1440.7,0.0,74.0
1428.55,0.0,66.0
1416.4,0.0,68.0
1404.25,0.0,74.0
1392.1,0.0,74.0
1379.95,0.0,74.0
1367.8,0.0,74.0
1355.65,0.0,70.0
1343.5,0.0,74.0
1331.35,0.0,74.0
1319.2,0.0,70.0
1307.05,0.0,74.0
1294.85,0.0,74.0
1282.67,0.0,74.0
1270.5,0.0,74.0
1258.32,0.0,74.0
1294.85,550.0,74.0
1319.2,375.0,74.0
1307.02,0.0,74.0
1294.85,0.0,74.0
1282.67,0.0,74.0
1270.5,0.0,74.0
1258.32,0.0,73.0
1246.15,0.0,74.0
1233.97,0.0,74.0
1246.15,0.0,74.0
1233.97,0.0,74.0
1221.8,0.0,74.0
1209.62,0.0,74.0
1197.45,0.0,74.0
1197.45,0.0,74.0
1185.27,0.0,74.0
1173.1,0.0,74.0
1160.92,0.0,74.0
1148.75,0.0,74.0
1136.57,0.0,74.0
1124.4,0.0,51.0
1112.22,0.0,74.0
1112.22,0.0,73.0
1100.05,0.0,74.0
1087.87,0.0,74.0
1075.7,0.0,74.0
1063.52,0.0,74.0
1051.35,0.0,74.0
1039.17,0.0,74.0
1027.0,0.0,74.0
1014.82,0.0,74.0
1002.65,0.0,74.0
990.42,0.0,74.0
978.2,0.0,74.0
967.45,0.0,74.0
956.7,0.0,71.0
945.95,0.0,71.0
935.2,0.0,71.0
924.45,0.0,70.0
913.7,0.0,67.0
902.95,0.0,69.0
892.2,0.0,71.0
881.45,0.0,71.0
870.7,0.0,70.0
859.95,0.0,44.0
849.2,0.0,70.0
838.45,0.0,70.0
827.7,0.0,70.0
816.95,0.0,63.0
806.2,0.0,70.0
795.45,0.0,70.0
784.7,0.0,70.0
773.95,0.0,70.0
763.2,0.0,70.0
752.45,0.0,70.0
741.7,0.0,70.0
730.95,0.0,70.0
720.2,0.0,70.0
712.0,0.0,70.0
703.8,0.0,68.0
695.6,0.0,70.0
687.4,0.0,70.0
679.2,0.0,65.0
671.0,0.0,70.0
662.8,0.0,70.0
654.6,0.0,70.0
646.4,0.0,67.0
638.7,0.0,70.0
630.5,0.0,70.0
622.8,0.0,70.0
614.1,0.0,70.0
605.4,0.0,70.0
597.2,0.0,70.0
589.0,0.0,70.0
580.8,0.0,70.0
589.0,200.0,70.0
589.0,110.0,70.0
589.0,110.0,70.0
589.0,80.0,68.0
589.0,90.0,70.0
605.4,290.0,70.0
638.2,510.0,70.0
671.0,510.0,70.0
687.4,260.0,60.0
703.8,250.0,70.0
741.7,480.0,70.0
784.7,585.0,70.0
849.2,850.0,69.0
870.7,350.0,70.0
872.2,350.0,70.0
913.7,350.0,70.0
924.45,200.0,70.0
935.2,200.0,70.0
945.95,200.0,70.0
956.7,200.0,70.0
967.45,200.0,70.0
967.45,100.0,70.0
967.45,85.0,70.0
967.45,80.0,70.0
967.45,430.0,385.0
945.95,200.0,395.0
924.45,140.0,388.0
902.95,150.0,364.0
881.45,70.0,339.0
849.2,60.0,396.0
816.95,110.0,390.0
795.45,150.0,398.0
784.7,250.0,382.0
763.2,100.0,347.0
741.7,90.0,322.0
720.2,100.0,332.0
703.86,125.0,351.0
703.8,130.0,127.0
703.8,125.0,127.0
703.8,155.0,152.0
720.2,290.0,160.0
741.7,390.0,160.0
763.2,405.0,142.0
795.45,520.0,147.0
827.7,585.0,217.0
859.95,602.0,232.0
881.45,520.0,230.0
902.95,495.0,224.0
913.7,212.0,72.0
913.7,125.0,122.0
924.45,330.0,197.0
924.45,430.0,363.0
935.2,480.0,364.0
945.95,322.0,192.0
956.7,322.0,198.0
967.45,225.0,98.0
975.2,202.0,72.0
990.42,322.0,174.0
1014.82,218.0,72.0
1014.82,218.0,72.0
1014.82,304.0,320.0
1014.82,440.0,440.0
1014.82,102.0,102.0
1002.65,0.0,72.0
1002.65,260.0,260.0
1014.82,365.0,219.0
1014.82,210.0,189.0
1014.82,215.0,204.0
1014.82,210.0,203.0
1014.82,75.0,73.0
1014.82,70.0,74.0
1002.65,0.0,75.0
1002.65,92.0,75.0
1002.65,83.0,75.0
1014.82,215.0,75.0
1014.82,80.0,74.0
1014.82,69.0,75.0
1002.65,0.0,76.0
1002.65,70.0,74.0
1002.65,80.0,76.0
1002.65,85.0,76.0
990.42,70.0,171.0
978.2,0.0,76.0
978.2,268.0,266.0
978.2,254.0,251.0
967.45,112.0,196.0
967.45,82.0,75.0
967.45,66.0,76.0
967.45,85.0,74.0
978.2,209.0,76.0
956.7,65.0,311.0
945.95,6955.0,6995.0
763.2,1810.0,1826.0
741.7,610.0,76.0
703.8,88.0,788.0
638.2,35.0,1036.0
605.4,365.0,1127.0
597.2,1215.0,1468.0
589.0,49.0,77.0
589.0,67.0,77.0
589.0,65.0,77.0
589.0,68.0,77.0
589.0,110.0,72.0
597.2,195.0,75.0
671.0,2400.0,1927.0
671.0,1098.0,1081.0
605.4,485.0,1085.0
572.6,168.0,407.0
572.6,168.0,75.0
564.4,0.0,77.0
556.2,0.0,77.0
572.6,785.0,472.0
572.6,1030.0,1030.0
572.6,1990.0,2010.0
539.8,2080.0,2430.0
490.6,1520.0,2170.0
531.6,3140.0,2320.0
572.6,5310.0,4698.0
556.2,4480.0,4936.0
490.6,1970.0,3683.0
490.6,1630.0,1618.0
556.2,985.0,161.0
605.4,722.0,57.0
638.2,525.0,57.0
638.2,72.0,57.0
638.2,76.0,57.0
638.2,75.0,56.0
638.2,69.0,57.0
622.8,55.0,239.0
614.1,155.0,247.0
605.4,148.0,235.0
605.4,375.0,167.0
605.4,175.0,167.0
589.0,155.0,306.0
580.8,148.0,224.0
564.4,145.0,297.0
548.0,152.0,312.0
531.6,145.0,309.0
515.2,130.0,302.0
507.0,85.0,167.0
498.8,82.0,167.0
490.6,80.0,169.0
482.4,85.0,165.0
488.4,98.0,90.0
488.4,98.0,90.0
474.2,92.0,40.0
466.0,65.0,150.0
466.0,60.0,40.0
466.0,152.0,177.0
466.0,80.0,73.0
466.0,83.0,73.0
457.8,100.0,178.0
466.0,285.0,183.0
490.0,490.0,73.0
507.0,615.0,202.0
523.4,410.0,210.0
531.6,330.0,208.0
548.0,430.0,218.0
564.4,535.0,330.0
589.0,465.0,167.0
589.0,435.0,423.0
589.0,152.0,148.0
589.0,145.0,137.0
572.6,148.0,331.0
572.6,110.0,103.0
572.6,112.0,103.0
564.4,80.0,165.0
556.2,60.0,143.0
548.2,45.0,140.0
539.8,0.0,103.0
523.4,0.0,175.0
507.0,0.0,172.0
490.6,0.0,175.0
474.2,0.0,172.0
507.0,0.0,172.0
449.6,0.0,73.0
433.2,0.0,169.0
408.6,0.0,268.0
400.4,0.0,73.0
384.0,0.0,175.0
375.8,0.0,73.0
361.2,0.0,271.0
326.6,0.0,271.0
293.8,0.0,361.0
261.0,0.0,361.0
244.6,0.0,175.0
211.8,0.0,356.0
187.2,0.0,356.0
170.5,0.0,179.0
157.75,0.0,139.0
149.25,0.0,86.0
136.5,0.0,136.0
123.75,0.0,140.0
106.75,0.0,182.0
94.0,0.0,134.0
81.25,0.0,135.0
64.25,0.0,179.0
51.5,0.0,130.0
34.5,0.0,145.0
17.5,0.0,106.0
136.5,720.0,0.0
222.2,1180.0,0.0
343.0,1470.0,0.0
441.4,1470.0,0.0
515.2,854.0,0.0
556.2,474.0,0.0
597.0,474.0,0.0
630.5,385.0,0.0
638.2,110.0,0.0
638.2,0.0,0.0
638.2,0.0,0.0
630.5,0.0,48.0
612.36,0.0,57.0
602.12,0.0,57.0
589.0,25.0,52.0
597.2,175.0,49.0
597.2,65.0,61.0
589.0,0.0,63.0
577.52,0.0,64.0
564.4,0.0,63.0
556.2,0.0,67.0
548.0,0.0,62.0
539.8,0.0,21.0
531.6,0.0,21.0
523.4,0.0,61.0
515.2,0.0,61.0
507.0,0.0,60.0
498.8,0.0,58.0
460.6,0.0,59.0
471.2,0.0,60.0
466.0,0.0,62.0
457.8,0.0,50.0
441.4,0.0,38.0
433.2,0.0,42.0
425.0,0.0,44.0
416.8,0.0,47.0
408.6,0.0,64.0
404.4,0.0,42.0
392.2,0.0,41.0
384.0,0.0,25.0
375.8,0.0,26.0
367.6,0.0,26.0
359.4,0.0,27.0
351.2,0.0,26.0
343.0,0.0,28.0
326.6,0.0,48.0
310.2,0.0,45.0
293.8,0.0,45.0
285.6,0.0,48.0
277.4,0.0,43.0
269.2,0.0,44.0
252.89,0.0,49.0
244.6,0.0,49.0
236.4,0.0,45.0
220.0,0.0,38.0
203.6,0.0,31.0
195.4,0.0,30.0
187.2,0.0,30.0
179.0,0.0,30.0
170.5,0.0,26.0
162.0,0.0,30.0
157.75,0.0,27.0
153.5,0.0,30.0
145.0,0.0,24.0
136.5,0.0,33.0
132.25,0.0,29.0
123.75,0.0,33.0
115.25,0.0,26.0
106.75,0.0,30.0
98.25,0.0,30.0
89.75,0.0,30.0
85.5,0.0,27.0
81.25,0.0,28.0
77.0,0.0,30.0
72.75,0.0,29.0
72.75,0.0,24.0
68.5,0.0,30.0
72.75,75.0,24.0
77.0,79.0,27.0
81.25,68.0,31.0
77.0,0.0,31.0
72.5,0.0,30.0
68.5,0.0,30.0
64.25,0.0,29.0
60.0,0.0,26.0
55.75,0.0,30.0
51.5,0.0,26.0
47.25,0.0,25.0
43.0,0.0,21.0
38.75,0.0,23.0
34.5,0.0,18.0
30.25,16.0,16.0
26.0,0.0,16.0
21.75,0.0,17.0
17.5,0.0,17.0
13.25,0.0,17.0
13.25,0.0,14.0
13.25,0.0,13.0
9.0,0.0,14.0
9.0,0.0,9.0
0.0,0.0,3.0
170.5,794.0,0.0
220.0,756.0,0.0
261.0,475.0,0.0
277.4,190.0,0.0
343.0,759.0,0.0
425.0,949.0,0.0
507.0,949.0,0.0
622.8,1340.0,0.0
795.45,1998.0,0.0
902.15,1734.0,980.0
881.45,400.0,400.0
881.45,350.0,350.0
881.45,160.0,160.0
870.7,100.0,100.0
881.5,192.0,68.0
892.2,193.0,68.0
892.2,76.0,76.0
892.2,76.0,76.0
892.2,70.0,70.0
892.2,88.0,88.0
881.45,37.0,88.0
859.95,0.0,306.0
838.45,0.0,248.0
816.95,0.0,248.0
795.45,0.0,248.0
773.95,0.0,248.0
741.7,0.0,373.0
712.0,0.0,343.0
679.2,0.0,380.0
646.4,0.0,380.0
622.8,0.0,273.0
622.8,65.0,65.0
638.2,244.0,66.0
654.6,190.0,66.0
687.4,445.0,67.0
720.2,449.0,70.0
978.2,3056.0,71.0
1014.65,1014.65,934.0
990.42,990.42,599.0
945.95,945.95,332.0
935.2,935.2,71.0
935.2,71.0,71.0
978.2,568.0,72.0
1027.0,636.0,71.0
1075.7,635.0,72.0
1124.4,636.0,72.0
1209.62,1060.0,72.0
1331.35,1480.0,72.0
1331.35,0.0,141.0
1294.85,0.0,420.0
1258.32,0.0,423.0
1221.8,0.0,423.0
1185.27,0.0,423.0
1148.75,0.0,420.0
1112.22,0.0,420.0
1075.7,0.0,418.0
1051.35,0.0,282.0
1027.0,0.0,282.0
1002.65,0.0,278.0
978.2,0.0,283.0
956.7,0.0,249.0
935.2,0.0,249.0
913.7,0.0,176.0
892.2,0.0,248.0
870.7,0.0,249.0
838.45,0.0,360.0
806.2,0.0,355.0
773.95,0.0,357.0
741.7,0.0,362.0
712.0,0.0,340.0
687.4,0.0,285.0
662.8,0.0,280.0
638.2,0.0,275.0
614.1,0.0,270.0
589.0,0.0,275.0
564.4,0.0,280.0
564.4,0.0,72.0
564.4,0.0,72.0
564.4,72.0,72.0
564.4,72.0,72.0
564.4,72.0,72.0
564.4,72.0,72.0
564.4,72.0,72.0
564.4,72.0,72.0
564.4,72.0,72.0
564.4,0.0,62.0
556.2,72.0,167.0
548.0,45.0,140.0
539.8,25.0,120.0
531.6,0.0,95.0
515.2,0.0,188.0
498.8,0.0,184.0
490.6,0.0,95.0
474.2,0.0,190.0
457.8,0.0,184.0
441.4,0.0,182.0
425.0,0.0,188.0
408.6,0.0,185.0
392.2,0.0,190.0
375.8,0.0,180.0
359.4,0.0,188.0
343.0,0.0,182.0
326.6,0.0,184.0
310.2,0.0,181.0
293.8,0.0,167.0
277.4,0.0,162.0
261.0,0.0,157.0
244.6,0.0,152.0
228.2,0.0,147.0
220.0,0.0,72.0
211.8,0.0,72.0
203.6,0.0,72.0
195.4,0.0,72.0
187.2,0.0,72.0
179.0,0.0,72.0
174.75,0.0,72.0
166.25,0.0,72.0
162.0,0.0,72.0
153.5,0.0,72.0
149.25,0.0,72.0
140.75,0.0,71.0
136.5,0.0,69.0
128.0,0.0,71.0
123.75,0.0,72.0
115.25,0.0,68.0
111.0,0.0,68.0
102.5,0.0,70.0
98.25,0.0,70.0
89.75,0.0,72.0
81.25,0.0,72.0
77.0,0.0,72.0
68.5,0.0,71.0
64.25,0.0,71.0
55.75,0.0,70.0
47.25,0.0,70.0
38.75,0.0,54.0
30.25,0.0,44.0
26.0,0.0,37.0
21.75,0.0,27.0
17.5,0.0,18.0
13.25,0.0,18.0
9.0,0.0,18.0
9.0,0.0,18.0
9.0,0.0,18.0
9.0,0.0,18.0
9.0,0.0,18.0
416.8,1700.0,0.0
556.2,1700.0,0.0
671.0,1700.0,0.0
763.2,1300.0,0.0
902.25,1550.0,0.0
1027.0,900.0,0.0
1112.22,900.0,0.0
1197.45,920.0,0.0
1295.85,800.0,520.0
1270.5,800.0,975.0
1270.5,800.0,916.0
1270.5,690.0,644.0
1270.5,690.0,635.0
1307.02,1046.0,624.0
1331.35,922.0,640.0
1343.5,784.0,644.0
1185.27,200.0,2032.0
1051.35,200.0,1750.0
978.2,200.0,1046.0
978.2,750.0,750.0
978.2,1524.0,1174.0
1051.35,1524.0,700.0
1124.4,1545.0,700.0
1160.9,1420.0,974.0
1246.15,1545.0,700.0
1294.85,1400.0,840.0
1343.5,1400.0,840.0
1343.5,1400.0,840.0
1343.5,1350.0,1350.0
1343.2,1450.0,1450.0
1343.5,1344.0,1450.0
1343.5,1450.0,1450.0
1343.5,1350.0,1350.0
1343.5,1350.0,1350.0
1343.5,1300.0,1300.0
1343.5,1300.0,1300.0
1343.5,1100.0,1100.0
1343.5,1100.0,1100.0
1343.5,1100.0,1100.0
1343.5,1100.0,1100.0
1343.5,1100.0,1100.0
1343.5,1100.0,1100.0
1343.5,1100.0,1100.0
1343.5,1150.0,1150.0
1343.5,927.0,927.0
1343.5,927.0,927.0
1343.5,790.0,790.0
1319.2,250.0,530.0
1294.85,250.0,530.0
1270.5,230.0,510.0
1233.97,0.0,420.0
1197.45,0.0,425.0
1160.92,0.0,420.0
1112.22,0.0,564.0
1051.35,0.0,705.0
1002.65,0.0,564.0
956.7,0.0,530.0
913.7,0.0,498.0
870.7,0.0,498.0
838.45,0.0,374.0
806.2,250.0,624.0
870.7,1421.0,674.0
913.7,1172.0,674.0
967.45,1296.0,674.0
978.2,548.0,424.0
978.2,250.0,250.0
978.2,250.0,250.0
978.2,150.0,150.0
978.2,150.0,150.0
978.2,150.0,150.0
978.2,150.0,150.0
956.7,0.0,249.0
935.2,0.0,249.0
902.95,0.0,373.0
859.95,0.0,497.0
816.95,0.0,497.0
784.7,0.0,370.0
763.2,0.0,249.0
730.95,0.0,373.0
730.95,150.0,150.0
720.2,100.0,224.0
752.45,477.0,104.0
752.45,250.0,250.0
795.45,722.0,224.0
784.7,150.0,274.0
741.7,70.0,567.0
687.4,70.0,698.0
662.8,50.0,300.0
654.6,190.0,284.0
630.5,50.0,329.0
589.0,30.0,510.0
564.4,60.0,245.0
580.8,378.0,188.0
662.8,1100.0,151.0
784.7,1573.0,162.0
881.45,1285.0,165.0
945.95,914.0,167.0
990.42,683.0,168.0
1002.65,401.0,259.0
1002.65,205.0,205.0
990.42,62.0,204.0
978.2,96.0,238.0
956.7,0.0,249.0
924.45,0.0,374.0
892.2,0.0,374.0
859.95,0.0,374.0
881.45,439.0,190.0
870.7,0.0,125.0
935.2,821.0,74.0
978.2,572.0,74.0
990.42,420.0,278.0
990.42,450.0,450.0
990.42,943.0,943.0
935.2,50.0,589.0
990.42,712.0,73.0
1014.83,507.0,224.0
1100.05,1161.0,174.0
1173.1,1018.0,172.0
1246.15,1350.0,506.0
1270.5,960.0,678.0
1173.1,646.0,1774.0
1136.57,525.0,949.0
1136.57,430.0,430.0
1173.1,572.0,149.0
1173.1,344.0,344.0
1197.45,436.0,154.0
1197.45,124.0,124.0
1197.45,210.0,210.0
1197.45,198.0,198.0
1185.27,139.0,280.0
1173.1,90.0,231.0
1173.1,150.0,150.0
1160.92,100.0,241.0
1124.4,70.0,493.0
1100.05,90.0,372.0
1075.7,70.0,353.0
1075.7,275.0,275.0
1075.7,250.0,250.0
1075.7,150.0,150.0
1063.52,75.0,216.0
1051.35,70.0,216.0
1014.82,0.0,423.0
978.2,0.0,423.0
990.42,350.0,208.0
1075.7,1060.0,73.0
1160.92,1060.0,74.0
1270.5,1342.0,74.0
1392.1,1480.0,72.0
1465.0,1093.0,249.0
1465.0,879.0,879.0
1465.0,604.0,604.0
1465.0,180.0,180.0
